0,1,2,layer
626,420036.5174444439,2382476.4898333335,0
627,332666.4063333332,2381180.900944445,0
628,333506.5035555554,2381180.900944445,0
629,331826.3091111109,2380533.1065,0
630,330986.2118888887,2379885.3120555556,0
631,331826.3091111109,2379885.3120555556,0
632,332666.4063333332,2380533.1065,0
633,333506.5035555554,2380533.1065,0
634,332666.4063333332,2379885.3120555556,0
635,333506.5035555554,2379885.3120555556,0
636,334346.60077777755,2381180.900944445,0
637,335186.6979999998,2381180.900944445,0
638,336866.8924444443,2381828.6953888894,0
639,336026.79522222205,2381180.900944445,0
640,336866.8924444443,2381180.900944445,0
641,334346.60077777755,2380533.1065,0
642,335186.6979999998,2380533.1065,0
643,334346.60077777755,2379885.3120555556,0
644,335186.6979999998,2379885.3120555556,0
645,336026.79522222205,2380533.1065,0
646,336866.8924444443,2380533.1065,0
647,336026.79522222205,2379885.3120555556,0
648,336866.8924444443,2379885.3120555556,0
649,337706.9896666664,2381828.6953888894,0
650,338547.0868888887,2381828.6953888894,0
651,337706.9896666664,2381180.900944445,0
652,338547.0868888887,2381180.900944445,0
653,339387.1841111109,2381828.6953888894,0
654,340227.2813333332,2381828.6953888894,0
655,339387.1841111109,2381180.900944445,0
656,340227.2813333332,2381180.900944445,0
657,337706.9896666664,2380533.1065,0
658,338547.0868888887,2380533.1065,0
659,337706.9896666664,2379885.3120555556,0
660,338547.0868888887,2379885.3120555556,0
661,339387.1841111109,2380533.1065,0
662,340227.2813333332,2380533.1065,0
663,339387.1841111109,2379885.3120555556,0
664,340227.2813333332,2379885.3120555556,0
665,341067.3785555553,2381828.6953888894,0
666,341907.47577777755,2381828.6953888894,0
667,341067.3785555553,2381180.900944445,0
668,341907.47577777755,2381180.900944445,0
669,342747.5729999998,2381828.6953888894,0
670,343587.67022222205,2381828.6953888894,0
671,342747.5729999998,2381180.900944445,0
672,343587.67022222205,2381180.900944445,0
673,341067.3785555553,2380533.1065,0
674,341907.47577777755,2380533.1065,0
675,341067.3785555553,2379885.3120555556,0
676,341907.47577777755,2379885.3120555556,0
677,342747.5729999998,2380533.1065,0
678,343587.67022222205,2380533.1065,0
