time,elapsed_seconds,message
21:22:25,7.69e-05,commencing calculation of upgrade vector
21:22:25,0.0002941,forming JtQJ matrix
21:22:25,3.83e-05,commencing to scale JtQJ matrix- first SVD...
21:22:25,7.9e-06,starting REDSVD
21:22:25,2.85e-05,retrieving REDSVD components
21:22:25,1.1e-05,trimming REDSVD components to 5elements
21:22:25,8.3e-06,done REDSVD
21:22:25,1.45e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,6.2e-06,JS
21:22:25,1.39e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
21:22:25,3.72e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,6.9e-06,commencing SVD factorization of lambda-scaled JtQJ
21:22:25,6e-06,starting REDSVD
21:22:25,2.74e-05,retrieving REDSVD components
21:22:25,9.7e-06,trimming REDSVD components to 6elements
21:22:25,8.7e-06,done REDSVD
21:22:25,7.1e-06,SVD factorization complete
21:22:25,0.0001237,commencing linear algebra multiplication to compute upgrade
21:22:25,8.7e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 6Vt info: rows = 6: cols = 10: size = 60: nonzeros = 36
21:22:25,7.4e-06,U info: rows = 10: cols = 6: size = 60: nonzeros = 36
21:22:25,7.3e-06,jac info: rows = 135: cols = 10: size = 1350: nonzeros = 726
21:22:25,5.49e-05,linear algebra multiplication to compute upgrade complete
21:22:25,2.15e-05,commencing check of parameter bounds and gradients
21:22:25,9.4e-06,commencing calculation of upgrade vector
21:22:25,0.0002262,forming JtQJ matrix
21:22:25,2.73e-05,commencing to scale JtQJ matrix- first SVD...
21:22:25,5.3e-06,starting REDSVD
21:22:25,2.05e-05,retrieving REDSVD components
21:22:25,7.8e-06,trimming REDSVD components to 5elements
21:22:25,7e-06,done REDSVD
21:22:25,1.07e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,4.8e-06,JS
21:22:25,1.07e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
21:22:25,6.07e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 6
21:22:25,9.8e-06,commencing SVD factorization of lambda-scaled JtQJ
21:22:25,5.3e-06,starting REDSVD
21:22:25,2.27e-05,retrieving REDSVD components
21:22:25,8.1e-06,trimming REDSVD components to 6elements
21:22:25,6.2e-06,done REDSVD
21:22:25,5.1e-06,SVD factorization complete
21:22:25,9.26e-05,commencing linear algebra multiplication to compute upgrade
21:22:25,6.6e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 6Vt info: rows = 6: cols = 10: size = 60: nonzeros = 36
21:22:25,5.9e-06,U info: rows = 10: cols = 6: size = 60: nonzeros = 36
21:22:25,5.8e-06,jac info: rows = 135: cols = 10: size = 1350: nonzeros = 726
21:22:25,4.15e-05,linear algebra multiplication to compute upgrade complete
21:22:25,1.83e-05,commencing check of parameter bounds
21:22:25,6.5e-06,limiting out of bounds pars
21:22:25,9.5e-06,change limit/bound enforcement for lambda 1000: , scaling factor: 1
21:22:25,5e-06,checking for denormal floating point values
21:22:25,5.5e-06,transforming upgrade pars to model pars
21:22:25,5.4e-06,writing upgrade vector to csv file
21:22:25,0.000844,LinearAnalysis::glm_iter_fosm
21:22:25,8.51e-05,starting FOSM uncertainty analyses for iteration 0
21:22:25,0.0014379,loading obscov
21:22:25,4.65e-05,loading parcov
21:22:25,0.0001731,set_predictions
21:22:25,4.4e-05,parameter fosm calcs
21:22:25,9e-06,LinearAnalysis::calc_posterior
21:22:25,5.6e-06,LinearAnalysis::align
21:22:25,0.0002582,LinearAnalysis::prior_prediction_variance()::invert obscov
21:22:25,1.72e-05,inverting diagonal matrix in place
21:22:25,1.25e-05,LinearAnalysis::calc_posterior() form JtQJ
21:22:25,3.41e-05,LinearAnalysis::calc_posterior() invert prior parcov
21:22:25,0.0001727,LinearAnalysis::calc_posterior() form posterior parcov
21:22:25,1.54e-05,LinearAnalysis::calc_posterior() invert posterior parcov
21:22:25,5.5e-06,inverting non-diagonal matrix in place
